"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 08 17:51:35 BRT 2024","Mon Jul 08 17:54:06 BRT 2024","150909","Pesquisar um produto","","","","","pesquisar um produto com sucesso",""
